File,HEBPRD-kpmg_chk_admin_security.csv
Run Date, Fri 01 Dec 2017 10:00:19
OPRID,OPRDEFNDESC,ROLENAME,CLASSID,MENUNAME,BARNAME,BARITEMNAME,PNLITEMNAME,AUTHORIZEDACTIONS
